trait,condition,layer,SNP,chr,ps,p_wald,gene,r2
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.907295
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.888251
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.879043
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170150,0.818545
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170300,0.794073
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.723693
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.701341
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170300,0.690949
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.686596
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.685195
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.678154
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.677379
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170300,0.671232
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.670948
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.666904
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.664259
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.660001
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.656817
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.649478
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170300,0.642023
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.636117
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.633993
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.633335
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.632372
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.629714
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.627622
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.626669
TG(18:2_20:3_22:0),LIN,individual,10:50134510,10,50134510,3.159062e-15,SORBI_3010G170000,0.624207
